session date,observer id,session id,location id,participant id,session start,session end,observer/session/task id,What (RECORD CLERK),What (RECORD CLERK) (subcategories),start time,end time,elapsed time,total time,[With Whom] Doctor,[With Whom] Nurse,[With Whom] Patient,[With Whom] Relative,[With Whom] Allied Health Professional,[With Whom] Other,[With Whom] No One,[How] Paper Based Record,[How] Desktop Computer,[How] Mobile Computer,[How] Phone,Where,Comments,ended by,multi with,num of multitask fragments,total overlapping time,is interrupting task?,interrupted by,num of interrupts,active 1,is session complete?
03-Apr-2025,10154,10198,QEH ,AT6 ,07:44:24,11:48:43,10154_10198_27,Other,0,08:19:47,08:20:38,00:00:51,00:00:51,0,0,0,0,0,0,1,1,1,0,0,Reception Desk,Documentation- Admission form,10154_10198_28,"",0,00:00:00,false,"",0,00:00:51,TRUE
03-Apr-2025,10154,10198,QEH ,AT6 ,07:44:24,11:48:43,10154_10198_28,Other,0,08:20:38,08:21:52,00:01:14,00:01:14,0,0,0,0,0,0,1,1,0,0,0,Reception Desk,Documentation  - admission book ,10154_10198_29,"",0,00:00:00,false,"",0,00:01:14,TRUE
03-Apr-2025,10154,10198,QEH ,AT6 ,07:44:24,11:48:43,10154_10198_29,Other,0,08:21:52,08:22:28,00:00:36,00:00:36,0,0,0,0,0,0,1,0,1,0,0,Reception Desk,Printing admission documents ,10154_10198_30,"",0,00:00:00,false,"",0,00:00:36,TRUE
03-Apr-2025,10154,10198,QEH ,AT6 ,07:44:24,11:48:43,10154_10198_30,In Transit,0,08:22:28,08:22:39,00:00:11,00:00:11,0,0,0,0,0,0,1,0,0,0,0,Hallway,0,10154_10198_31,"",0,00:00:00,false,"",0,00:00:11,TRUE
03-Apr-2025,10154,10198,QEH ,AT6 ,07:44:24,11:48:43,10154_10198_31,Inter Profesional Communication,0,08:22:39,08:23:26,00:00:47,00:00:47,1,0,0,1,1,0,0,0,0,0,0,Hallway,0,10154_10198_32,"",0,00:00:00,false,"",0,00:00:47,TRUE
03-Apr-2025,10154,10198,QEH ,AT6 ,07:44:24,11:48:43,10154_10198_32,Patient Communication,0,08:23:26,08:24:26,00:01:00,00:01:00,0,0,1,1,0,0,0,0,0,0,0,Treatment Room,0,10154_10198_33,"",0,00:00:00,false,"",0,00:01:00,TRUE
03-Apr-2025,10154,10198,QEH ,AT6 ,07:44:24,11:48:43,10154_10198_33,Inter Profesional Communication,0,08:24:26,08:25:00,00:00:34,00:00:34,1,0,0,0,0,0,0,0,0,0,0,Nurse Station,0,10154_10198_34,"",0,00:00:00,false,"",0,00:00:34,TRUE
03-Apr-2025,10154,10198,QEH ,AT6 ,07:44:24,11:48:43,10154_10198_34,In Transit,0,08:25:00,08:25:42,00:00:42,00:00:42,0,0,0,0,0,0,1,0,0,0,0,Hallway,0,10154_10198_35,"",0,00:00:00,false,"",0,00:00:42,TRUE
03-Apr-2025,10154,10198,QEH ,AT6 ,07:44:24,11:48:43,10154_10198_35,Patient Communication,0,08:25:42,08:28:23,00:02:41,00:02:41,0,0,1,1,0,0,0,0,0,0,0,Reception Desk,0,10154_10198_36,"",0,00:00:00,false,"",0,00:02:41,TRUE
03-Apr-2025,10154,10198,QEH ,AT6 ,07:44:24,11:48:43,10154_10198_36,Inter Profesional Communication,0,08:28:23,08:29:03,00:00:40,00:00:40,1,0,0,0,0,0,0,0,0,0,1,Reception Desk,0,10154_10198_37,"",0,00:00:00,false,"",0,00:00:40,TRUE
03-Apr-2025,10154,10198,QEH ,AT6 ,07:44:24,11:48:43,10154_10198_37,Inter Profesional Communication,0,08:29:03,08:29:33,00:00:30,00:00:30,0,0,0,0,1,0,0,0,0,0,1,Reception Desk,0,10154_10198_38,"",0,00:00:00,false,"",0,00:00:30,TRUE
03-Apr-2025,10154,10198,QEH ,AT6 ,07:44:24,11:48:43,10154_10198_38,Patient Communication,0,08:29:33,08:29:47,00:00:14,00:00:14,0,0,1,1,0,0,0,0,0,0,0,Reception Desk,0,10154_10198_39,"",0,00:00:00,false,"",0,00:00:14,TRUE
03-Apr-2025,10154,10198,QEH ,AT6 ,07:44:24,11:48:43,10154_10198_39,Inter Profesional Communication,0,08:29:47,08:30:18,00:00:31,00:00:31,0,0,0,0,1,0,0,0,0,0,0,Reception Desk,0,10154_10198_40,"",0,00:00:00,false,"",0,00:00:31,TRUE
03-Apr-2025,10154,10198,QEH ,AT6 ,07:44:24,11:48:43,10154_10198_40,Patient Communication,0,08:30:18,08:31:03,00:00:45,00:00:45,0,0,1,0,0,0,0,0,0,0,0,Reception Desk,0,10154_10198_41,"",0,00:00:00,false,"",0,00:00:45,TRUE
03-Apr-2025,10154,10198,QEH ,AT6 ,07:44:24,11:48:43,10154_10198_41,Other,0,08:31:03,08:31:13,00:00:10,00:00:10,0,0,0,0,0,0,1,0,0,0,0,Waiting Area,0,10154_10198_42,"",0,00:00:00,false,"",0,00:00:10,TRUE
03-Apr-2025,10154,10198,QEH ,AT6 ,07:44:24,11:48:43,10154_10198_42,Inter Profesional Communication,0,08:31:13,08:31:21,00:00:08,00:00:08,1,0,0,0,0,0,0,0,0,0,0,Reception Desk,0,10154_10198_43,"",0,00:00:00,false,"",0,00:00:08,TRUE
03-Apr-2025,10154,10198,QEH ,AT6 ,07:44:24,11:48:43,10154_10198_43,Register Patient,0,08:31:21,08:32:53,00:01:32,00:01:32,0,0,1,0,0,0,0,1,1,0,0,Reception Desk,MedData ,10154_10198_44,"",0,00:00:00,false,"",0,00:01:32,TRUE
03-Apr-2025,10154,10198,QEH ,AT6 ,07:44:24,11:48:43,10154_10198_44,Register Patient,0,08:32:53,08:34:38,00:01:45,00:01:45,0,0,1,0,0,0,0,1,0,0,0,Reception Desk,0,10154_10198_45,"",0,00:00:00,false,"",0,00:01:45,TRUE
03-Apr-2025,10154,10198,QEH ,AT6 ,07:44:24,11:48:43,10154_10198_45,Register Patient,0,08:34:38,08:36:53,00:02:15,00:02:15,0,0,1,0,0,0,0,0,1,0,0,Reception Desk,MedData,10154_10198_46,"",0,00:00:00,false,"",0,00:02:15,TRUE
03-Apr-2025,10154,10198,QEH ,AT6 ,07:44:24,11:48:43,10154_10198_46,Inter Profesional Communication,0,08:36:53,08:37:04,00:00:11,00:00:11,0,1,0,0,0,0,0,0,0,0,0,Reception Desk,0,10154_10198_47,"",0,00:00:00,false,"",0,00:00:11,TRUE
03-Apr-2025,10154,10198,QEH ,AT6 ,07:44:24,11:48:43,10154_10198_47,Other,0,08:37:04,08:38:40,00:01:36,00:01:36,0,0,1,0,0,0,0,0,1,0,0,Reception Desk,Badge printing,10154_10198_48,"",0,00:00:00,false,"",0,00:01:36,TRUE
03-Apr-2025,10154,10198,QEH ,AT6 ,07:44:24,11:48:43,10154_10198_48,Patient Communication,0,08:38:40,08:38:46,00:00:06,00:00:06,0,0,1,0,0,0,0,0,0,0,0,Reception Desk,0,10154_10198_49,"",0,00:00:00,false,"",0,00:00:06,TRUE
03-Apr-2025,10154,10198,QEH ,AT6 ,07:44:24,11:48:43,10154_10198_49,Other,0,08:38:46,08:39:21,00:00:35,00:00:35,0,0,0,0,0,0,1,0,0,0,0,Waiting Area,Checking patient sign in sheet ( clipboard ) ,10154_10198_50,"",0,00:00:00,false,"",0,00:00:35,TRUE
03-Apr-2025,10154,10198,QEH ,AT6 ,07:44:24,11:48:43,10154_10198_50,Patient Communication,0,08:39:21,08:39:46,00:00:25,00:00:25,0,0,1,0,0,0,0,0,0,0,0,Waiting Area,0,10154_10198_51,"",0,00:00:00,false,"",0,00:00:25,TRUE
03-Apr-2025,10154,10198,QEH ,AT6 ,07:44:24,11:48:43,10154_10198_51,Register Patient,0,08:39:46,08:41:32,00:01:46,00:01:46,0,0,1,0,0,0,0,1,0,0,0,Reception Desk,0,10154_10198_52,"",0,00:00:00,false,"",0,00:01:46,TRUE
03-Apr-2025,10154,10198,QEH ,AT6 ,07:44:24,11:48:43,10154_10198_52,Social-Personal Activities,0,08:41:32,08:41:49,00:00:17,00:00:17,0,0,0,0,0,0,1,0,1,0,0,Reception Desk,Reading consent form ,10154_10198_53,"",0,00:00:00,false,"",0,00:00:17,TRUE
03-Apr-2025,10154,10198,QEH ,AT6 ,07:44:24,11:48:43,10154_10198_53,Register Patient,0,08:41:49,08:44:09,00:02:20,00:02:20,0,0,1,0,0,0,0,1,1,0,0,Reception Desk,MedData ,10154_10198_54,"",0,00:00:00,false,"",0,00:02:20,TRUE
03-Apr-2025,10154,10198,QEH ,AT6 ,07:44:24,11:48:43,10154_10198_54,Patient Communication,0,08:44:09,08:45:47,00:01:38,00:01:38,0,0,1,0,0,0,0,0,0,0,0,Reception Desk,0,10154_10198_55,"",0,00:00:00,false,"",0,00:01:38,TRUE
03-Apr-2025,10154,10198,QEH ,AT6 ,07:44:24,11:48:43,10154_10198_55,Register Patient,0,08:45:47,08:48:00,00:02:13,00:02:13,0,0,0,0,0,0,1,1,1,0,0,Reception Desk,0,10154_10198_56,"",0,00:00:00,false,"",0,00:02:13,TRUE
03-Apr-2025,10154,10198,QEH ,AT6 ,07:44:24,11:48:43,10154_10198_56,Other,0,08:48:00,08:49:44,00:01:44,00:01:44,0,0,0,0,0,0,1,0,1,0,0,Reception Desk,Badge printing - Savance program,10154_10198_57,"",0,00:00:00,false,"",0,00:01:44,TRUE
03-Apr-2025,10154,10198,QEH ,AT6 ,07:44:24,11:48:43,10154_10198_57,Inter Profesional Communication,0,08:49:44,08:50:05,00:00:21,00:00:21,0,1,0,0,0,0,0,0,0,0,0,Reception Desk,0,10154_10198_58,"",0,00:00:00,false,"",0,00:00:21,TRUE
03-Apr-2025,10154,10198,QEH ,AT6 ,07:44:24,11:48:43,10154_10198_58,Other,0,08:50:05,08:51:11,00:01:06,00:01:06,0,0,0,0,0,0,1,0,1,0,0,Reception Desk,Badge printing ,10154_10198_59,"",0,00:00:00,false,"",0,00:01:06,TRUE
03-Apr-2025,10154,10198,QEH ,AT6 ,07:44:24,11:48:43,10154_10198_59,Other,0,08:51:11,08:52:43,00:01:32,00:01:32,0,0,0,0,0,0,1,1,1,0,0,Reception Desk,Checking  and updating patient notes ,10154_10198_60,"",0,00:00:00,false,"",0,00:01:32,TRUE
03-Apr-2025,10154,10198,QEH ,AT6 ,07:44:24,11:48:43,10154_10198_60,Inter Profesional Communication,0,08:52:43,08:53:09,00:00:26,00:00:26,0,1,0,0,0,0,0,0,0,0,0,Reception Desk,0,10154_10198_61,"",0,00:00:00,false,"",0,00:00:26,TRUE
03-Apr-2025,10154,10198,QEH ,AT6 ,07:44:24,11:48:43,10154_10198_61,Other,0,08:53:09,08:54:57,00:01:48,00:01:48,0,1,0,0,0,0,0,0,1,0,0,Reception Desk,Badge  printing ,10154_10198_62,"",0,00:00:00,false,"",0,00:01:48,TRUE
03-Apr-2025,10154,10198,QEH ,AT6 ,07:44:24,11:48:43,10154_10198_62,Inter Profesional Communication,0,08:54:57,08:55:24,00:00:27,00:00:27,1,1,0,0,0,0,0,0,0,0,0,Reception Desk,0,10154_10198_63,"",0,00:00:00,false,"",0,00:00:27,TRUE
03-Apr-2025,10154,10198,QEH ,AT6 ,07:44:24,11:48:43,10154_10198_63,Other,0,08:55:24,08:57:23,00:01:59,00:01:59,0,1,0,0,0,0,1,0,0,0,0,Reception Desk,Badge printing ,10154_10198_64,"",0,00:00:00,false,"",0,00:01:59,TRUE
03-Apr-2025,10154,10198,QEH ,AT6 ,07:44:24,11:48:43,10154_10198_64,Inter Profesional Communication,0,08:57:23,08:57:49,00:00:26,00:00:26,0,0,0,0,0,1,0,0,0,0,1,Reception Desk,0,10154_10198_65,"",0,00:00:00,false,"",0,00:00:26,TRUE
03-Apr-2025,10154,10198,QEH ,AT6 ,07:44:24,11:48:43,10154_10198_65,Register Patient,0,08:57:49,08:58:33,00:00:44,00:00:44,0,0,0,0,0,0,1,0,1,0,0,Reception Desk,0,10154_10198_66,"",0,00:00:00,false,"",0,00:00:44,TRUE
03-Apr-2025,10154,10198,QEH ,AT6 ,07:44:24,11:48:43,10154_10198_66,Other,0,08:58:33,09:01:02,00:02:29,00:02:29,0,0,0,0,0,0,1,0,1,0,0,Reception Desk,"What - Badge printing 
How - Printer ",10154_10198_67,"",0,00:00:00,false,"",0,00:02:29,TRUE
03-Apr-2025,10154,10198,QEH ,AT6 ,07:44:24,11:48:43,10154_10198_67,Register Patient,0,09:01:02,09:03:42,00:02:40,00:02:40,0,0,0,0,0,0,1,1,1,0,0,Reception Desk,0,10154_10198_68,"",0,00:00:00,false,"",0,00:02:40,TRUE
03-Apr-2025,10154,10198,QEH ,AT6 ,07:44:24,11:48:43,10154_10198_68,Inter Profesional Communication,0,09:03:42,09:03:50,00:00:08,00:00:08,0,1,0,0,0,0,0,0,0,0,0,Reception Desk,0,10154_10198_69,"",0,00:00:00,false,"",0,00:00:08,TRUE
03-Apr-2025,10154,10198,QEH ,AT6 ,07:44:24,11:48:43,10154_10198_69,Other,0,09:03:50,09:04:57,00:01:07,00:01:07,0,0,0,0,0,0,1,0,1,0,0,Reception Desk,"What - printing notes 
How - printing ",10154_10198_70,"",0,00:00:00,false,"",0,00:01:07,TRUE
03-Apr-2025,10154,10198,QEH ,AT6 ,07:44:24,11:48:43,10154_10198_70,Register Patient,0,09:04:57,09:06:16,00:01:19,00:01:19,0,0,0,0,0,0,1,1,0,0,0,Reception Desk,Documentation- Admission book ,10154_10198_71,"",0,00:00:00,false,"",0,00:01:19,TRUE
03-Apr-2025,10154,10198,QEH ,AT6 ,07:44:24,11:48:43,10154_10198_71,Inter Profesional Communication,0,09:06:16,09:06:44,00:00:28,00:00:28,1,0,0,0,0,0,0,0,1,0,0,Reception Desk,Who - medical student ,10154_10198_72,"",0,00:00:00,false,"",0,00:00:28,TRUE
03-Apr-2025,10154,10198,QEH ,AT6 ,07:44:24,11:48:43,10154_10198_72,Other,0,09:06:44,09:08:54,00:02:10,00:02:10,0,0,0,0,0,0,1,0,1,0,0,Reception Desk,"What - badge printing 
",10154_10198_73,"",0,00:00:00,false,"",0,00:02:10,TRUE
03-Apr-2025,10154,10198,QEH ,AT6 ,07:44:24,11:48:43,10154_10198_73,Other,0,09:08:54,09:09:48,00:00:54,00:00:54,0,0,1,0,0,0,0,0,0,0,0,Waiting Area,What- check  sign in clipboard ,10154_10198_74,"",0,00:00:00,false,"",0,00:00:54,TRUE
03-Apr-2025,10154,10198,QEH ,AT6 ,07:44:24,11:48:43,10154_10198_74,Patient Communication,0,09:09:48,09:10:06,00:00:18,00:00:18,0,0,1,0,0,0,0,0,0,0,0,Waiting Area,0,10154_10198_75,"",0,00:00:00,false,"",0,00:00:18,TRUE
03-Apr-2025,10154,10198,QEH ,AT6 ,07:44:24,11:48:43,10154_10198_75,Patient Communication,0,09:10:06,09:10:19,00:00:13,00:00:13,0,0,1,0,0,0,0,0,0,0,0,Reception Desk,0,10154_10198_76,"",0,00:00:00,false,"",0,00:00:13,TRUE
03-Apr-2025,10154,10198,QEH ,AT6 ,07:44:24,11:48:43,10154_10198_76,Inter Profesional Communication,0,09:10:19,09:11:19,00:01:00,00:01:00,1,0,0,0,0,0,0,0,0,0,0,Reception Desk,0,10154_10198_77,"",0,00:00:00,false,"",0,00:01:00,TRUE
03-Apr-2025,10154,10198,QEH ,AT6 ,07:44:24,11:48:43,10154_10198_77,Register Patient,0,09:11:19,09:14:04,00:02:45,00:02:45,0,0,1,1,0,0,0,1,1,0,0,Reception Desk,MedData ,10154_10198_78,"",0,00:00:00,false,"",0,00:02:45,TRUE
03-Apr-2025,10154,10198,QEH ,AT6 ,07:44:24,11:48:43,10154_10198_78,Other,0,09:14:04,09:17:07,00:03:03,00:03:03,0,0,0,0,0,0,1,0,1,0,0,Reception Desk,What - badge printing ,10154_10198_79,"",0,00:00:00,false,"",0,00:03:03,TRUE
03-Apr-2025,10154,10198,QEH ,AT6 ,07:44:24,11:48:43,10154_10198_79,Patient Communication,0,09:17:07,09:17:32,00:00:25,00:00:25,0,0,1,0,0,0,0,0,0,0,0,Waiting Area,0,10154_10198_80,"",0,00:00:00,false,"",0,00:00:25,TRUE
03-Apr-2025,10154,10198,QEH ,AT6 ,07:44:24,11:48:43,10154_10198_80,Record Management,Retrieve Record,09:17:32,09:19:34,00:02:02,00:02:02,0,0,0,0,0,1,0,0,0,0,0,Other,Where - Medical records ,10154_10198_81,"",0,00:00:00,false,"",0,00:02:02,TRUE
03-Apr-2025,10154,10198,QEH ,AT6 ,07:44:24,11:48:43,10154_10198_81,Register Patient,0,09:19:34,09:22:01,00:02:27,00:02:27,0,0,0,0,0,0,1,1,0,0,0,Reception Desk,Checking and updating patient notes ,10154_10198_82,"",0,00:00:00,false,"",0,00:02:27,TRUE
03-Apr-2025,10154,10198,QEH ,AT6 ,07:44:24,11:48:43,10154_10198_82,Patient Communication,0,09:22:01,09:22:41,00:00:40,00:00:40,0,0,1,0,0,0,0,0,0,0,0,Reception Desk,0,10154_10198_83,"",0,00:00:00,false,"",0,00:00:40,TRUE
03-Apr-2025,10154,10198,QEH ,AT6 ,07:44:24,11:48:43,10154_10198_83,In Transit,0,09:22:41,09:23:15,00:00:34,00:00:34,0,0,0,0,0,0,1,0,0,0,0,Hallway,0,10154_10198_84,"",0,00:00:00,false,"",0,00:00:34,TRUE
03-Apr-2025,10154,10198,QEH ,AT6 ,07:44:24,11:48:43,10154_10198_84,Inter Profesional Communication,0,09:23:15,09:25:40,00:02:25,00:02:25,1,0,0,0,0,0,0,0,0,0,0,Nurse Station,0,10154_10198_85,"",0,00:00:00,false,"",0,00:02:25,TRUE
03-Apr-2025,10154,10198,QEH ,AT6 ,07:44:24,11:48:43,10154_10198_85,Inter Profesional Communication,0,09:25:40,09:26:48,00:01:08,00:01:08,0,1,0,0,0,0,0,0,0,0,0,Hallway,0,10154_10198_86,"",0,00:00:00,false,"",0,00:01:08,TRUE
03-Apr-2025,10154,10198,QEH ,AT6 ,07:44:24,11:48:43,10154_10198_86,Patient Communication,0,09:26:48,09:27:13,00:00:25,00:00:25,0,0,1,0,0,0,0,0,0,0,0,Waiting Area,0,10154_10198_87,"",0,00:00:00,false,"",0,00:00:25,TRUE
03-Apr-2025,10154,10198,QEH ,AT6 ,07:44:24,11:48:43,10154_10198_87,Inter Profesional Communication,0,09:27:13,09:28:28,00:01:15,00:01:15,0,0,0,0,0,1,0,0,0,0,0,Reception Desk,0,10154_10198_88,"",0,00:00:00,false,"",0,00:01:15,TRUE
03-Apr-2025,10154,10198,QEH ,AT6 ,07:44:24,11:48:43,10154_10198_88,Patient Communication,0,09:28:28,09:29:11,00:00:43,00:00:43,0,0,1,0,0,0,0,0,0,0,0,Waiting Area,0,10154_10198_89,"",0,00:00:00,false,"",0,00:00:43,TRUE
03-Apr-2025,10154,10198,QEH ,AT6 ,07:44:24,11:48:43,10154_10198_89,Other,0,09:29:11,09:29:29,00:00:18,00:00:18,0,0,1,0,0,0,0,0,0,0,0,Waiting Area,Check clipboard ,10154_10198_90,"",0,00:00:00,false,"",0,00:00:18,TRUE
03-Apr-2025,10154,10198,QEH ,AT6 ,07:44:24,11:48:43,10154_10198_90,Patient Communication,0,09:29:29,09:29:36,00:00:07,00:00:07,0,0,1,0,0,0,0,0,0,0,0,Waiting Area,0,10154_10198_91,"",0,00:00:00,false,"",0,00:00:07,TRUE
03-Apr-2025,10154,10198,QEH ,AT6 ,07:44:24,11:48:43,10154_10198_91,Patient Communication,0,09:29:36,09:29:56,00:00:20,00:00:20,0,0,1,0,0,0,0,0,0,0,0,Waiting Area,Check clipboard ,10154_10198_92,"",0,00:00:00,false,"",0,00:00:20,TRUE
03-Apr-2025,10154,10198,QEH ,AT6 ,07:44:24,11:48:43,10154_10198_92,Patient Communication,0,09:29:56,09:30:47,00:00:51,00:00:51,0,0,1,0,0,0,0,0,0,0,0,Waiting Area,0,10154_10198_93,"",0,00:00:00,false,"",0,00:00:51,TRUE
03-Apr-2025,10154,10198,QEH ,AT6 ,07:44:24,11:48:43,10154_10198_93,Other,0,09:30:47,09:31:16,00:00:29,00:00:29,0,0,0,0,0,0,1,0,0,0,0,Hallway,Return equipment ,10154_10198_94,"",0,00:00:00,false,"",0,00:00:29,TRUE
03-Apr-2025,10154,10198,QEH ,AT6 ,07:44:24,11:48:43,10154_10198_94,Register Patient,0,09:31:16,09:34:19,00:03:03,00:03:03,0,0,1,0,0,0,0,1,1,0,0,Reception Desk,MedData ,10154_10198_95,"",0,00:00:00,false,"",0,00:03:03,TRUE
03-Apr-2025,10154,10198,QEH ,AT6 ,07:44:24,11:48:43,10154_10198_95,Activer Waiting,0,09:34:19,09:36:00,00:01:41,00:01:41,0,0,0,0,0,0,1,0,0,0,0,Reception Desk,0,10154_10198_96,"",0,00:00:00,false,"",0,00:01:41,TRUE
03-Apr-2025,10154,10198,QEH ,AT6 ,07:44:24,11:48:43,10154_10198_96,Social-Personal Activities,0,09:36:00,09:36:12,00:00:12,00:00:12,0,0,0,0,0,0,1,0,0,1,0,Reception Desk,0,10154_10198_97,"",0,00:00:00,false,"",0,00:00:12,TRUE
03-Apr-2025,10154,10198,QEH ,AT6 ,07:44:24,11:48:43,10154_10198_97,Register Patient,0,09:36:12,09:37:02,00:00:50,00:00:50,0,0,1,0,0,0,0,1,0,0,0,Reception Desk,0,10154_10198_98,"",0,00:00:00,false,"",0,00:00:50,TRUE
03-Apr-2025,10154,10198,QEH ,AT6 ,07:44:24,11:48:43,10154_10198_98,Register Patient,0,09:37:02,09:37:37,00:00:35,00:00:35,0,0,0,0,0,0,1,0,1,0,0,Reception Desk,Badge printing. ,10154_10198_99,"",0,00:00:00,false,"",0,00:00:35,TRUE
03-Apr-2025,10154,10198,QEH ,AT6 ,07:44:24,11:48:43,10154_10198_99,Patient Communication,0,09:37:37,09:38:21,00:00:44,00:00:44,0,0,1,0,0,0,0,0,0,0,0,Reception Desk,0,10154_10198_100,"",0,00:00:00,false,"",0,00:00:44,TRUE
03-Apr-2025,10154,10198,QEH ,AT6 ,07:44:24,11:48:43,10154_10198_100,Register Patient,0,09:38:21,09:38:31,00:00:10,00:00:10,0,0,0,0,0,0,1,0,1,0,0,Reception Desk,0,10154_10198_101,"",0,00:00:00,false,"",0,00:00:10,TRUE
03-Apr-2025,10154,10198,QEH ,AT6 ,07:44:24,11:48:43,10154_10198_101,Patient Communication,0,09:38:31,09:38:59,00:00:28,00:00:28,0,0,1,1,0,0,0,0,0,0,0,Reception Desk,0,10154_10198_102,"",0,00:00:00,false,"",0,00:00:28,TRUE
03-Apr-2025,10154,10198,QEH ,AT6 ,07:44:24,11:48:43,10154_10198_102,Other,0,09:38:59,09:40:13,00:01:14,00:01:14,0,0,1,1,0,0,0,0,1,0,0,Reception Desk,What - Retrieving patient information ,10154_10198_103,"",0,00:00:00,false,"",0,00:01:14,TRUE
03-Apr-2025,10154,10198,QEH ,AT6 ,07:44:24,11:48:43,10154_10198_103,In Transit,0,09:40:13,09:40:30,00:00:17,00:00:17,0,0,0,0,0,0,1,0,0,0,0,Hallway,0,10154_10198_104,"",0,00:00:00,false,"",0,00:00:17,TRUE
03-Apr-2025,10154,10198,QEH ,AT6 ,07:44:24,11:48:43,10154_10198_104,Inter Profesional Communication,0,09:40:30,09:40:46,00:00:16,00:00:16,1,0,0,0,0,0,0,0,0,0,0,Hallway,0,10154_10198_105,"",0,00:00:00,false,"",0,00:00:16,TRUE
03-Apr-2025,10154,10198,QEH ,AT6 ,07:44:24,11:48:43,10154_10198_105,In Transit,0,09:40:46,09:40:54,00:00:08,00:00:08,0,0,0,0,0,0,1,0,0,0,0,Hallway,0,10154_10198_106,"",0,00:00:00,false,"",0,00:00:08,TRUE
03-Apr-2025,10154,10198,QEH ,AT6 ,07:44:24,11:48:43,10154_10198_106,Inter Profesional Communication,0,09:40:54,09:41:19,00:00:25,00:00:25,0,1,0,0,0,0,0,0,0,0,0,Nurse Station,0,10154_10198_107,"",0,00:00:00,false,"",0,00:00:25,TRUE
03-Apr-2025,10154,10198,QEH ,AT6 ,07:44:24,11:48:43,10154_10198_107,In Transit,0,09:41:19,09:41:56,00:00:37,00:00:37,0,0,0,0,0,0,1,0,0,0,0,Hallway,0,10154_10198_108,"",0,00:00:00,false,"",0,00:00:37,TRUE
03-Apr-2025,10154,10198,QEH ,AT6 ,07:44:24,11:48:43,10154_10198_108,Inter Profesional Communication,0,09:41:56,09:42:31,00:00:35,00:00:35,0,0,0,0,0,1,0,0,0,1,0,Hallway,0,10154_10198_109,"",0,00:00:00,false,"",0,00:00:35,TRUE
03-Apr-2025,10154,10198,QEH ,AT6 ,07:44:24,11:48:43,10154_10198_109,Inter Profesional Communication,0,09:42:31,09:42:49,00:00:18,00:00:18,0,1,0,0,0,0,0,0,0,0,0,Hallway,0,10154_10198_110,"",0,00:00:00,false,"",0,00:00:18,TRUE
03-Apr-2025,10154,10198,QEH ,AT6 ,07:44:24,11:48:43,10154_10198_110,In Transit,0,09:42:49,09:42:59,00:00:10,00:00:10,0,0,0,0,0,0,1,0,0,0,0,Hallway,0,10154_10198_111,"",0,00:00:00,false,"",0,00:00:10,TRUE
03-Apr-2025,10154,10198,QEH ,AT6 ,07:44:24,11:48:43,10154_10198_111,Inter Profesional Communication,0,09:42:59,09:43:40,00:00:41,00:00:41,0,1,0,0,0,0,0,0,0,0,0,Nurse Station,0,10154_10198_112,"",0,00:00:00,false,"",0,00:00:41,TRUE
03-Apr-2025,10154,10198,QEH ,AT6 ,07:44:24,11:48:43,10154_10198_112,In Transit,0,09:43:40,09:44:39,00:00:59,00:00:59,0,0,0,0,0,0,1,0,0,0,0,Hallway,0,10154_10198_113,"",0,00:00:00,false,"",0,00:00:59,TRUE
03-Apr-2025,10154,10198,QEH ,AT6 ,07:44:24,11:48:43,10154_10198_113,Inter Profesional Communication,0,09:44:39,09:44:56,00:00:17,00:00:17,0,1,0,0,0,0,0,0,0,0,0,Hallway,0,10154_10198_114,"",0,00:00:00,false,"",0,00:00:17,TRUE
03-Apr-2025,10154,10198,QEH ,AT6 ,07:44:24,11:48:43,10154_10198_114,Patient Communication,0,09:44:56,09:45:27,00:00:31,00:00:31,0,0,0,1,0,0,0,0,0,0,0,Reception Desk,0,10154_10198_115,"",0,00:00:00,false,"",0,00:00:31,TRUE
03-Apr-2025,10154,10198,QEH ,AT6 ,07:44:24,11:48:43,10154_10198_115,Patient Communication,0,09:45:27,09:46:18,00:00:51,00:00:51,0,0,0,1,0,0,0,0,0,0,0,Hallway,0,10154_10198_116,"",0,00:00:00,false,"",0,00:00:51,TRUE
03-Apr-2025,10154,10198,QEH ,AT6 ,07:44:24,11:48:43,10154_10198_116,Inter Profesional Communication,0,09:46:18,09:46:34,00:00:16,00:00:16,0,0,0,0,0,1,0,0,0,0,0,Hallway,0,10154_10198_117,"",0,00:00:00,false,"",0,00:00:16,TRUE
03-Apr-2025,10154,10198,QEH ,AT6 ,07:44:24,11:48:43,10154_10198_117,Patient Communication,0,09:46:34,09:46:58,00:00:24,00:00:24,0,0,0,1,0,0,0,0,0,0,0,Hallway,0,10154_10198_118,"",0,00:00:00,false,"",0,00:00:24,TRUE
03-Apr-2025,10154,10198,QEH ,AT6 ,07:44:24,11:48:43,10154_10198_118,In Transit,0,09:46:58,09:48:52,00:01:54,00:01:54,0,0,0,0,0,0,1,0,0,0,0,Hallway,0,10154_10198_119,"",0,00:00:00,false,"",0,00:01:54,TRUE
03-Apr-2025,10154,10198,QEH ,AT6 ,07:44:24,11:48:43,10154_10198_119,Inter Profesional Communication,0,09:48:52,09:49:10,00:00:18,00:00:18,0,1,0,0,0,0,0,0,0,0,0,Triage Area,0,10154_10198_120,"",0,00:00:00,false,"",0,00:00:18,TRUE
